1751.55	9213.44
1752.35	9246
1753.14	9199.89
1753.94	9246.11
1754.73	9264.67
1755.52	9202.22
1756.32	9229.11
1757.11	9220.89
1757.91	9233
1758.7	9185.56
1759.49	9204.78
1760.29	9203.11
1761.08	9175.78
1761.87	9182
1762.66	9145.33
1763.46	9203.56
1764.25	9150.33
1765.04	9137.33
1765.83	9135.78
1766.63	9141.78
1767.42	9148.56
1768.21	9147.67
1769	9107.89
1769.8	9126
1770.59	9118.67
1771.38	9094.89
1772.17	9112.56
1772.96	9095.78
1773.75	9116.44
1774.54	9089
1775.33	9101.67
1776.13	9081.33
1776.92	9086.44
1777.71	9031.11
1778.5	9057.89
1779.29	9080.78
1780.08	9062.78
1780.87	9071.22
1781.66	9088.67
1782.45	9110.67
1783.24	9046.67
1784.03	9068.78
1784.82	9006.78
1785.61	9020
1786.4	9031.67
1787.19	9005.22
1787.97	9016.11
1788.76	9015.22
1789.55	9019.78
1790.34	9004.67
1791.13	8977.22
1791.92	8966.22
1792.71	9010
1793.5	8948.22
1794.28	8946.89
1795.07	8988
1795.86	9005.44
1796.65	8970.11
1797.44	9004.78
1798.22	8951.78
1799.01	8953.89
1799.8	8971.67
1800.58	8929.78
1801.37	8953.44
1802.16	8995.78
1802.95	8938
1803.73	8958.56
1804.52	8896.78
1805.31	8925.22
1806.09	8933.56
1806.88	8951.56
1807.67	8888.11
1808.45	8931.78
1809.24	8841.44
1810.02	8882.78
1810.81	8903.33
1811.59	8888.67
1812.38	8844.56
1813.17	8911.89
1813.95	8908.56
1814.74	8895.44
1815.52	8872.22
1816.31	8893
1817.09	8847.44
1817.88	8846.11
1818.66	8840.89
1819.45	8841.11
1820.23	8848.67
1821.01	8884.67
1821.8	8820.22
1822.58	8805.67
1823.37	8818
1824.15	8851.78
1824.93	8818.33
1825.72	8855.56
1826.5	8839.22
1827.28	8811.67
1828.07	8853.44
1828.85	8804.56
1829.63	8818.56
1830.42	8757.33
1831.2	8854.56
1831.98	8790.33
1832.76	8813.89
1833.55	8779.67
1834.33	8796.44
1835.11	8795.44
1835.89	8791.78
1836.68	8776.22
1837.46	8743.22
1838.24	8788
1839.02	8764.22
1839.8	8717.67
1840.58	8758.44
1841.36	8770.56
1842.15	8775.56
1842.93	8686.78
1843.71	8751.33
1844.49	8748.56
1845.27	8765.67
1846.05	8746.78
1846.83	8696.89
1847.61	8699
1848.39	8749.78
1849.17	8730.33
1849.95	8721.89
1850.73	8740.22
1851.51	8692.78
1852.29	8709.89
1853.07	8701.22
1853.85	8726.67
1854.63	8701.33
1855.41	8653.67
1856.19	8723.33
1856.97	8654.11
1857.75	8673.22
1858.52	8643
1859.3	8657.89
1860.08	8640.78
1860.86	8670.11
1861.64	8661.89
1862.42	8650.11
1863.19	8570
1863.97	8638.89
1864.75	8660.56
1865.53	8620.89
1866.31	8613.22
1867.08	8579.78
1867.86	8596
1868.64	8612.78
1869.42	8652.78
1870.19	8606.78
1870.97	8580.11
1871.75	8590.11
1872.52	8622.89
1873.3	8573
1874.08	8575.67
1874.85	8564.44
1875.63	8587.56
1876.4	8610.67
1877.18	8540.33
1877.96	8563
1878.73	8557.56
1879.51	8567.56
1880.28	8567.89
1881.06	8557.33
1881.83	8518.44
1882.61	8544
1883.38	8523.44
1884.16	8555.11
1884.93	8506.33
1885.71	8484.33
1886.48	8563
1887.26	8474.89
1888.03	8433.22
1888.81	8540.78
1889.58	8515.89
1890.36	8521.22
1891.13	8516
1891.9	8501.22
1892.68	8476.89
1893.45	8462.44
1894.22	8486.67
1895	8491
1895.77	8473.89
1896.54	8471.33
1897.32	8469.11
1898.09	8469.33
1898.86	8439.67
1899.64	8450.11
1900.41	8437.33
1901.18	8458.78
1901.95	8471.44
1902.72	8457.11
1903.5	8417.33
1904.27	8461.89
1905.04	8423.22
1905.81	8364.22
1906.58	8449.55
1907.36	8466.22
1908.13	8411.45
1908.9	8430.11
1909.67	8372.67
1910.44	8392.22
1911.21	8392.78
1911.98	8388.78
1912.75	8383.67
1913.52	8437.55
1914.29	8372.89
1915.07	8377.33
1915.84	8439.44
1916.61	8362.78
1917.38	8379
1918.15	8380.89
1918.92	8347.67
1919.69	8354.22
1920.46	8328.67
1921.22	8351.22
1921.99	8350.78
1922.76	8352
1923.53	8306.56
1924.3	8353.67
1925.07	8368.22
1925.84	8322.67
1926.61	8315.22
1927.38	8311.44
1928.15	8293.33
1928.91	8335
1929.68	8321.22
1930.45	8301.33
1931.22	8312.11
1931.99	8374
1932.75	8306.67
1933.52	8347.89
1934.29	8312.44
1935.06	8263.56
1935.82	8305
1936.59	8329.89
1937.36	8302.67
1938.13	8245.44
1938.89	8258.67
1939.66	8294.44
1940.43	8275.22
1941.19	8315.67
1941.96	8246.78
1942.73	8264.44
1943.49	8308.67
1944.26	8263.33
1945.02	8231.44
1945.79	8278.33
1946.56	8328.78
1947.32	8263.56
1948.09	8273.67
1948.85	8229.44
1949.62	8268.22
1950.38	8216
1951.15	8247.22
1951.91	8185.44
1952.68	8256.11
1953.44	8256.11
1954.21	8195.44
1954.97	8259
1955.74	8252.44
1956.5	8203.11
1957.26	8252.22
1958.03	8196.33
1958.79	8229.44
1959.56	8185
1960.32	8221.11
1961.08	8199.89
1961.85	8227.56
1962.61	8170.44
1963.38	8182.89
1964.14	8192.89
1964.9	8185.44
1965.66	8188.11
1966.43	8195.44
1967.19	8173.67
1967.95	8198
1968.72	8198.56
1969.48	8190.33
1970.24	8225.56
1971	8204
1971.76	8188.11
1972.53	8117.67
1973.29	8119.44
1974.05	8128.22
1974.81	8163.33
1975.57	8131.67
1976.33	8170.44
1977.1	8153.56
1977.86	8115.56
1978.62	8174.67
1979.38	8164.44
1980.14	8188.33
1980.9	8109.67
1981.66	8128.89
1982.42	8165.67
1983.18	8091
1983.94	8129.33
1984.7	8087.33
1985.46	8138.67
1986.22	8150.11
1986.98	8105.11
1987.74	8080.11
1988.5	8104.44
1989.26	8077.22
